,onehot__Type_H,onehot__Type_L,onehot__Type_M,scale__Air temperature [K],scale__Process temperature [K],scale__Rotational speed [rpm],scale__Torque [Nm],scale__Tool wear [min],scale__Difference temperature [K],scale__Power,Target
15,0.0,1.0,0.0,-0.7014725290932686,-0.5419394790891824,0.017317354166265734,0.8449477099814872,-1.0357465980210745,0.5984063215712196,1.4402109637306744,0.0
16,0.0,0.0,1.0,-0.7014725290932686,-0.5419394790891824,-1.270285272548729,0.6643391522551741,-1.0043227654909255,0.5984063215712196,0.11128020865924884,0.0
17,0.0,0.0,1.0,-0.6514837080921401,-0.5419394790891824,-0.7184555753851598,0.5640010646294445,-0.9571870166957022,0.49854343030387,0.4256844848734706,0.0
18,1.0,0.0,0.0,-0.601494887090983,-0.5419394790891824,-1.2981554592741618,1.4570100444984382,-0.9100512679004787,0.3986805390364618,1.1010343708165495,0.0
19,0.0,0.0,1.0,-0.5515060660898544,-0.47453666033082254,0.5189807152240559,-0.7504278832676138,-0.8314916865751063,0.39868053903652034,-0.6790587670049331,0.0
20,1.0,0.0,0.0,-0.5515060660898544,-0.47453666033082254,-0.9135468824631893,0.27302061051482873,-0.7843559377798829,0.39868053903652034,-0.12231959711507409,0.0
21,0.0,1.0,0.0,-0.601494887090983,-0.47453666033082254,-0.49549408158169755,0.48373059452886036,-0.7057963564545106,0.49854343030387,0.49085412944056833,0.0
22,0.0,0.0,1.0,-0.5515060660898544,-0.47453666033082254,0.23470481062464146,-0.9310364409939272,-0.6743725239243616,0.39868053903652034,-1.1210444001058586,0.0
23,0.0,1.0,0.0,-0.5015172450886974,-0.407133841572501,1.2213094207049622,-1.4327268791225753,-0.6272367751291382,0.3986805390364618,-1.4504357316294114,0.0
24,0.0,0.0,1.0,-0.5015172450886974,-0.407133841572501,0.12322406372291032,-0.26880506266411186,-0.5958129425989893,0.3986805390364618,-0.17013684234563228,0.0
25,0.0,1.0,0.0,-0.5015172450886974,-0.3397310228141411,1.7954352672488776,-1.6735382894243263,-0.5486771938037659,0.49854343030387,-1.6289946689199564,0.0
26,0.0,1.0,0.0,-0.45152842408754035,-0.3397310228141411,-0.14990376618633097,-0.09823031370037119,-0.5172533612736169,0.3986805390364618,-0.09724302454445184,0.0
27,1.0,0.0,0.0,-0.45152842408754035,-0.407133841572501,1.5167333999945496,-1.5430987755108778,-0.48582952874346796,0.2988176477690589,-1.5122683763240974,0.0
28,0.0,1.0,0.0,-0.45152842408754035,-0.407133841572501,-0.5568084923776496,0.4235277419534232,-0.40726994741809563,0.2988176477690589,0.3577470933533722,0.0
29,0.0,1.0,0.0,-0.5015172450886974,-0.407133841572501,0.8589969932743359,-0.9912392935693648,-0.37584611488794667,0.3986805390364618,-0.8832733444910198,0.0
30,0.0,0.0,1.0,-0.45152842408754035,-0.3397310228141411,-1.1142122268863053,0.8248800924563418,-0.34442228235779776,0.3986805390364618,0.44961273689976394,0.0
31,0.0,1.0,0.0,-0.5015172450886974,-0.407133841572501,1.4442709145084245,-1.4527944966477213,-0.29728653356257434,0.3986805390364618,-1.3848342400200007,0.0
32,0.0,1.0,0.0,-0.5015172450886974,-0.407133841572501,-0.6682892392793808,0.8349139012189141,-0.2658627010324254,0.3986805390364618,0.84199484836784,0.0
33,0.0,1.0,0.0,-0.5515060660898544,-0.47453666033082254,0.7029239476119122,-0.7504278832676138,-0.23443886850227644,0.39868053903652034,-0.5737960504413592,0.0
34,0.0,0.0,1.0,-0.601494887090983,-0.609342297847504,0.1120759890327372,-0.5296840904910083,-0.2030150359721275,0.2988176477691139,-0.575287885678437,0.0
35,0.0,0.0,1.0,-0.601494887090983,-0.5419394790891824,-0.4843460068915244,0.8650153275066335,-0.15587928717690408,0.3986805390364618,1.0411842966342952,0.0
36,0.0,0.0,1.0,-0.5515060660898544,-0.5419394790891824,0.23470481062464146,-0.32900791523954903,-0.10874353838168067,0.2988176477691139,-0.19002143570300356,0.0
37,0.0,1.0,0.0,-0.601494887090983,-0.609342297847504,-0.5568084923776496,-0.07816269617522498,-0.061607789586457254,0.2988176477691139,-0.3484209678819792,0.0
38,1.0,0.0,0.0,-0.5515060660898544,-0.5419394790891824,-0.8912507330828431,1.0757253115206658,-0.03018395705630831,0.2988176477691139,0.9772022314335557,0.0
39,0.0,1.0,0.0,-0.601494887090983,-0.609342297847504,-1.0528978160903533,1.2563338692469788,0.04837562426906405,0.2988176477691139,1.0713939601851281,0.0
40,0.0,1.0,0.0,-0.601494887090983,-0.609342297847504,-0.9860093679493146,0.5439334471042983,0.07979945679921299,0.2988176477691139,0.18412495293289455,0.0
41,0.0,1.0,0.0,-0.601494887090983,-0.609342297847504,-0.9525651438787952,1.0857591202832382,0.11122328932936193,0.2988176477691139,0.9358921359541997,0.0
42,0.0,0.0,1.0,-0.601494887090983,-0.609342297847504,-0.9525651438787952,0.9151843713194983,0.14264712185951087,0.2988176477691139,0.7076413446812425,0.0
43,1.0,0.0,0.0,-0.601494887090983,-0.5419394790891824,-0.930268994498449,0.8549815187440603,0.1897828706547343,0.3986805390364618,0.6461227705627824,0.0
44,0.0,0.0,1.0,-0.601494887090983,-0.609342297847504,-0.37286525998979325,0.7546434311183307,0.26834245198010664,0.2988176477691139,0.9776635225923888,0.0
45,0.0,1.0,0.0,-0.601494887090983,-0.609342297847504,-0.2781066251233218,0.9151843713194983,0.31547820077533006,0.2988176477691139,1.2907428135631536,0.0
46,0.0,0.0,1.0,-0.6514837080921401,-0.6767451166058639,1.6951025950373195,-1.4226930703600023,0.346902033305479,0.2988176477691139,-1.217944987577389,0.0
47,0.0,1.0,0.0,-0.601494887090983,-0.609342297847504,-0.6738632766244673,0.6342377259674549,0.3940377821007024,0.2988176477691139,0.5589092974267523,0.0
48,1.0,0.0,0.0,-0.601494887090983,-0.5419394790891824,-0.6348450152088615,1.396807191923,0.42546161463085136,0.3986805390364618,1.6536513643934287,0.0
49,0.0,0.0,1.0,-0.5515060660898544,-0.5419394790891824,-0.7073075006949867,0.4134939331908501,0.5040211959562237,0.2988176477691139,0.22676003365570657,0.0
50,0.0,1.0,0.0,-0.5515060660898544,-0.609342297847504,7.369472612335435,-3.5498605280254703,0.5511569447514472,0.19895475650176242,-4.593104435000634,0.0
51,0.0,1.0,0.0,-0.5515060660898544,-0.609342297847504,-0.8689545837024969,1.49714527954873,0.5825807772815961,0.19895475650176242,1.567203438286952,1.0
52,1.0,0.0,0.0,-0.601494887090983,-0.6767451166058639,-0.23351432636262934,0.38339250690313076,0.614004609811745,0.19895475650170744,0.550586427156737,0.0
53,0.0,1.0,0.0,-0.6514837080921401,-0.6767451166058639,0.14552021310325655,-0.48954885544071663,0.6925641911371174,0.2988176477691139,-0.49341361233826636,0.0
54,0.0,1.0,0.0,-0.6514837080921401,-0.6767451166058639,0.8478489185841628,-0.9912392935693648,0.7239880236672663,0.2988176477691139,-0.8891817972062895,0.0
55,0.0,1.0,0.0,-0.601494887090983,-0.609342297847504,-0.14990376618633097,0.07234443526336946,0.7554118561974152,0.2988176477691139,0.15503416580987034,0.0
56,0.0,1.0,0.0,-0.601494887090983,-0.609342297847504,-0.34499507326436046,0.24291918422710942,0.7868356887275642,0.2988176477691139,0.26166112643893036,0.0
57,0.0,1.0,0.0,-0.601494887090983,-0.609342297847504,-0.14432972884124443,0.03220920021307704,0.8182595212577132,0.2988176477691139,0.09963015322232957,0.0
58,0.0,0.0,1.0,-0.601494887090983,-0.6767451166058639,0.680627798231566,-1.0514421461448027,0.8496833537878621,0.19895475650170744,-1.0756219430190315,0.0
59,0.0,1.0,0.0,-0.601494887090983,-0.609342297847504,-0.8968247704279296,1.446976235735865,0.8968191025830855,0.2988176477691139,1.4726387507261096,0.0
60,0.0,1.0,0.0,-0.601494887090983,-0.609342297847504,-0.8132142102516313,1.2663676780095519,0.9282429351132344,0.2988176477691139,1.3066328217791368,0.0
61,0.0,0.0,1.0,-0.601494887090983,-0.6767451166058639,0.2960192214205936,-0.1785007838009546,0.9596667676433834,0.19895475650170744,0.08397569793851602,0.0
62,0.0,1.0,0.0,-0.601494887090983,-0.6767451166058639,1.6170660722061077,-1.7136735244746184,1.0068025164386067,0.19895475650170744,-1.7739774986707366,0.0
63,0.0,0.0,1.0,-0.5515060660898544,-0.6767451166058639,1.5223074373396361,-1.4126592615974296,1.0382263489687558,0.09909186523435953,-1.2786587558442668,0.0
64,0.0,1.0,0.0,-0.5015172450886974,-0.609342297847504,-0.08858935539037885,-0.1383655487506629,1.085362097763979,0.09909186523435953,-0.1149291238682334,0.0
65,0.0,1.0,0.0,-0.5015172450886974,-0.609342297847504,-0.8076401729065448,0.5138320208165797,1.116785930294128,0.09909186523435953,0.28566789610928,0.0
66,0.0,0.0,1.0,-0.5515060660898544,-0.7441479353642237,0.7809604704431241,-1.1317126162453865,1.1482097628242771,-0.0007710260330486801,-1.1553369811476415,0.0
67,1.0,0.0,0.0,-0.601494887090983,-0.7441479353642237,-0.4063094840603126,0.4134939331908501,1.1953455116195004,0.099091865234301,0.4604874306016227,0.0
68,0.0,1.0,0.0,-0.601494887090983,-0.7441479353642237,-0.06629320601003262,-0.7604616920301869,1.2739050929448728,0.099091865234301,-1.0289726477438175,0.0
69,0.0,1.0,0.0,-0.5515060660898544,-0.6767451166058639,-0.7184555753851598,2.5807966259066104,1.3053289254750218,0.09909186523435953,3.207270172638737,0.0
70,0.0,0.0,1.0,-0.5515060660898544,-0.6767451166058639,2.1465996199893307,-1.743774950762337,1.3367527580051708,0.09909186523435953,-1.617109060550867,1.0
71,0.0,1.0,0.0,-0.5515060660898544,-0.609342297847504,-0.4843460068915244,0.5539672558668715,1.383888506800394,0.19895475650176242,0.5994047723490191,0.0
72,0.0,1.0,0.0,-0.5515060660898544,-0.609342297847504,-0.9469911065337087,0.44359535947856865,1.4153123393305431,0.19895475650176242,0.08095276864233104,0.0
73,0.0,1.0,0.0,-0.5015172450886974,-0.609342297847504,0.2960192214205936,-0.49958266420328973,1.446736171860692,0.09909186523435953,-0.41602465941483696,0.0
74,0.0,1.0,0.0,-0.5515060660898544,-0.6767451166058639,0.3461855575263726,-0.77049550079276,1.478160004390841,0.09909186523435953,-0.8093686120226085,0.0
75,0.0,1.0,0.0,-0.601494887090983,-0.7441479353642237,-0.8912507330828431,0.6743729610177472,1.50958383692099,0.099091865234301,0.4358230756622981,0.0
76,0.0,1.0,0.0,-0.601494887090983,-0.7441479353642237,-0.4341796707857454,0.7947786661686224,1.5410076694511388,0.099091865234301,0.9837388253012788,0.0
77,0.0,1.0,0.0,-0.601494887090983,-0.7441479353642237,-0.46762389485626477,0.13254728783880668,1.5724315019812878,0.099091865234301,0.013025191827738859,0.0
78,0.0,1.0,0.0,-0.601494887090983,-0.7441479353642237,-0.7853440235261985,1.1559957816212492,-1.6956470811542024,0.099091865234301,1.1815149559747131,1.0
79,0.0,1.0,0.0,-0.601494887090983,-0.7441479353642237,-0.7630478741458523,-0.20860221008867394,-1.6642232486240534,0.099091865234301,-0.6696562791291376,0.0
80,1.0,0.0,0.0,-0.601494887090983,-0.8115507541225454,-0.5233642683071303,0.9954548414200817,-1.6327994160939043,-0.0007710260330486801,1.1921639114499092,0.0
81,0.0,1.0,0.0,-0.5515060660898544,-0.7441479353642237,-0.49549408158169755,0.7546434311183307,-1.554239834768532,-0.0007710260330486801,0.8750998500432654,0.0
82,0.0,1.0,0.0,-0.5515060660898544,-0.7441479353642237,-0.47877196954643786,0.08237824402594186,-1.522816002238383,-0.0007710260330486801,-0.06638559043015087,0.0
83,0.0,1.0,0.0,-0.5015172450886974,-0.6767451166058639,-0.38958737202505295,0.012141582687931545,-1.4913921697082342,-0.0007710260330486801,-0.10323980960928561,0.0
84,0.0,1.0,0.0,-0.5515060660898544,-0.7441479353642237,-0.6515671272441211,0.7646772398809037,-1.4599683371780852,-0.0007710260330486801,0.7585207780300128,0.0
85,0.0,0.0,1.0,-0.5015172450886974,-0.6767451166058639,1.4777151385789438,-1.3223549827342727,-1.4285445046479364,-0.0007710260330486801,-1.1396432670418002,0.0
86,1.0,0.0,0.0,-0.5015172450886974,-0.6767451166058639,-0.5735306044129094,0.39342631566570385,-1.3814087558527128,-0.0007710260330486801,0.3024510425264093,0.0
87,0.0,1.0,0.0,-0.5015172450886974,-0.6767451166058639,0.028465428856438848,-0.8206645446056244,-1.3028491745273405,-0.0007710260330486801,-1.06583668162846,0.0
88,0.0,0.0,1.0,-0.5015172450886974,-0.6767451166058639,-0.6682892392793808,0.5238658295791528,-1.2714253419971915,-0.0007710260330486801,0.41025576781632045,0.0
89,0.0,0.0,1.0,-0.5515060660898544,-0.7441479353642237,-0.2892546998134949,-0.04806126988750638,-1.2242895932019682,-0.0007710260330486801,-0.11996406779337246,0.0
90,0.0,1.0,0.0,-0.5515060660898544,-0.7441479353642237,1.1934392339795292,-1.4226930703600023,-1.1771538444067446,-0.0007710260330486801,-1.4458424494520916,0.0
91,0.0,1.0,0.0,-0.5515060660898544,-0.7441479353642237,1.6226401095511942,-1.5129973492231592,-1.1457300118765958,-0.0007710260330486801,-1.4125117095500033,0.0
92,0.0,0.0,1.0,-0.5515060660898544,-0.7441479353642237,1.0485142630072788,-1.2922535564465536,-1.1143061793464468,-0.0007710260330486801,-1.2913295406539247,0.0
93,0.0,1.0,0.0,-0.45152842408754035,-0.6767451166058639,-0.49549408158169755,0.30312203680254735,-1.0671704305512235,-0.1006339173004569,0.2346903157054381,0.0
94,0.0,1.0,0.0,-0.5015172450886974,-0.7441479353642237,0.4632403417731903,-0.8106307358430517,-1.0357465980210745,-0.1006339173004569,-0.8064732738980159,0.0
95,0.0,0.0,1.0,-0.5015172450886974,-0.6767451166058639,-1.0473237787452667,1.2262324429592601,-1.0043227654909255,-0.0007710260330486801,1.0367676791561034,0.0
96,0.0,0.0,1.0,-0.5015172450886974,-0.6767451166058639,0.20126058655412213,-0.4694812379155711,-0.9571870166957022,-0.0007710260330486801,-0.4280476736610268,0.0
97,0.0,0.0,1.0,-0.5515060660898544,-0.7441479353642237,1.1767171219442696,-1.011306911094511,-0.9100512679004787,-0.0007710260330486801,-0.7492339113806491,0.0
98,0.0,1.0,0.0,-0.5515060660898544,-0.8115507541225454,-0.05514513131985951,-0.7303602657424676,-0.8629155191052553,-0.10063391730039836,-0.9775926644141848,0.0
99,0.0,1.0,0.0,-0.601494887090983,-0.8115507541225454,-0.08858935539037885,0.44359535947856865,-0.8314916865751063,-0.0007710260330486801,0.7520430723953313,0.0
100,0.0,1.0,0.0,-0.601494887090983,-0.7441479353642237,1.7452689311430984,-1.5029635404605861,-0.8000678540449574,0.099091865234301,-1.3405699181830106,0.0
101,0.0,1.0,0.0,-0.601494887090983,-0.8115507541225454,2.52006012211013,-1.9344173172512236,-0.7686440215148085,-0.0007710260330486801,-1.8397752843902893,0.0
102,0.0,1.0,0.0,-0.601494887090983,-0.8115507541225454,0.08977983965239097,0.062310626500796364,-0.7372201889846596,-0.0007710260330486801,0.31153945982597736,0.0
103,0.0,0.0,1.0,-0.601494887090983,-0.8115507541225454,-0.5456604176874765,0.05227681773822326,-0.7057963564545106,-0.0007710260330486801,-0.15686736050004266,0.0
104,0.0,1.0,0.0,-0.601494887090983,-0.8789535728809053,-0.49549408158169755,0.34325727185283905,-0.6586606076592871,-0.1006339173004569,0.2916156076465783,0.0
105,0.0,1.0,0.0,-0.601494887090983,-0.8789535728809053,0.290445184075507,-0.8909012059436351,-0.6272367751291382,-0.1006339173004569,-1.0284524683519412,0.0
106,0.0,1.0,0.0,-0.601494887090983,-0.8789535728809053,-0.5233642683071303,0.8549815187440603,-0.5958129425989893,-0.1006339173004569,0.9936124190414151,0.0
107,0.0,0.0,1.0,-0.601494887090983,-0.8115507541225454,-0.23351432636262934,0.6844067697803197,-0.5643891100688403,-0.0007710260330486801,0.9913648514802899,0.0
108,1.0,0.0,0.0,-0.5515060660898544,-0.8115507541225454,0.45766630442810374,-0.7303602657424676,-0.5172533612736169,-0.10063391730039836,-0.6823270639387954,0.0
109,0.0,1.0,0.0,-0.5515060660898544,-0.8789535728809053,0.18453847451886246,-0.5898869430664463,-0.43869377994824454,-0.2004968085678048,-0.6235860514788429,0.0
110,0.0,1.0,0.0,-0.601494887090983,-0.9463563916392268,1.8567496780448296,-1.75380875952491,-0.40726994741809563,-0.2004968085678048,-1.7508246083795038,0.0
111,1.0,0.0,0.0,-0.6514837080921401,-0.9463563916392268,-0.22236625167245622,0.35329108061541215,-0.37584611488794667,-0.10063391730039836,0.5150473785155536,0.0
112,0.0,0.0,1.0,-0.601494887090983,-0.8789535728809053,-0.2279402890175428,-0.04806126988750638,-0.29728653356257434,-0.1006339173004569,-0.07731917236505277,0.0
113,0.0,0.0,1.0,-0.601494887090983,-0.9463563916392268,-0.2948287371585815,0.1927501404142446,-0.2501507847673509,-0.2004968085678048,0.2261907807362956,0.0
114,0.0,1.0,0.0,-0.601494887090983,-0.9463563916392268,0.7865345077882107,-1.0614759549073758,-0.2030150359721275,-0.2004968085678048,-1.037099223903691,0.0
115,0.0,1.0,0.0,-0.601494887090983,-0.9463563916392268,-0.6014007911383421,0.5740348733920176,-0.17159120344197856,-0.2004968085678048,0.5337149483900445,0.0
116,0.0,1.0,0.0,-0.5515060660898544,-0.8789535728809053,0.13994617575817,-0.5898869430664463,-0.1401673709118296,-0.2004968085678048,-0.6503605681021927,0.0
117,0.0,1.0,0.0,-0.601494887090983,-0.9463563916392268,0.3350374828361995,-0.700258839454749,-0.10874353838168067,-0.2004968085678048,-0.7058529130392974,0.0
118,0.0,0.0,1.0,-0.601494887090983,-0.9463563916392268,0.9370335161055476,-1.191915468820824,-0.07731970585153172,-0.2004968085678048,-1.1769882214962897,0.0
119,0.0,1.0,0.0,-0.6514837080921401,-1.0137592103975868,-0.40073544671522604,0.07234443526336946,-0.03018395705630831,-0.2004968085678048,-0.024722165552540497,0.0
120,0.0,1.0,0.0,-0.5515060660898544,-0.8789535728809053,-0.590252716448169,0.473696785766288,0.0012398754738406315,-0.2004968085678048,0.40204085930688377,0.0
121,0.0,1.0,0.0,-0.5515060660898544,-0.8789535728809053,0.10650195168765066,0.12251347907623428,0.03266370800398957,-0.2004968085678048,0.41524163821392407,0.0
122,0.0,1.0,0.0,-0.5015172450886974,-0.8115507541225454,-1.2758593098938156,1.0757253115206658,0.06408754053413852,-0.2004968085678048,0.6338543886789161,0.0
123,0.0,1.0,0.0,-0.5515060660898544,-0.8789535728809053,0.039613503546611965,0.34325727185283905,0.09551137306428746,-0.2004968085678048,0.7005354978941063,0.0
124,0.0,1.0,0.0,-0.5515060660898544,-0.8789535728809053,1.0485142630072788,-1.0614759549073758,0.1269352055944364,-0.2004968085678048,-0.9014796232066775,0.0
125,0.0,1.0,0.0,-0.5515060660898544,-0.9463563916392268,0.11765002637782376,-0.7805293095553324,0.15835903812458535,-0.30035969983515626,-0.9546556976441077,0.0
126,0.0,1.0,0.0,-0.5015172450886974,-0.9463563916392268,-1.169952600337171,2.059038570252816,0.1897828706547343,-0.40022259110255914,2.006686321483569,0.0
127,0.0,1.0,0.0,-0.5515060660898544,-0.9463563916392268,-0.7017334633499002,0.654305343492601,0.22120670318488322,-0.30035969983515626,0.5639246119408774,0.0
128,0.0,1.0,0.0,-0.5015172450886974,-0.9463563916392268,0.2681490346951608,-0.1383655487506629,0.2526305357150322,-0.40022259110255914,0.12753336097899493,0.0
129,0.0,1.0,0.0,-0.5515060660898544,-1.0137592103975868,0.1120759890327372,-0.5698193255413008,0.2840543682451811,-0.40022259110255914,-0.6364923892206704,0.0
130,0.0,1.0,0.0,-0.601494887090983,-1.0811620291559467,-0.3672912226447067,0.11247967031366117,0.31547820077533006,-0.4002225911026177,0.05707359014357386,0.0
131,0.0,1.0,0.0,-0.601494887090983,-1.0811620291559467,1.1042546364581445,-1.2320507038711161,0.346902033305479,-0.4002225911026177,-1.1624428279347772,0.0
132,0.0,0.0,1.0,-0.6514837080921401,-1.0811620291559467,-0.5456604176874765,0.32318965432769353,0.37832586583562794,-0.3003596998352112,0.2249933866644298,0.0
133,0.0,0.0,1.0,-0.6514837080921401,-1.0811620291559467,-0.6069748284834287,0.9653534151323631,0.42546161463085136,-0.3003596998352112,1.0765957541038875,0.0
134,0.0,1.0,0.0,-0.601494887090983,-1.0811620291559467,-0.9469911065337087,1.3065029130598436,0.4725973634260748,-0.4002225911026177,1.2364773068144348,0.0
135,0.0,0.0,1.0,-0.601494887090983,-1.0137592103975868,0.9593296654858939,-1.1517802337705323,0.5040211959562237,-0.3003596998352112,-1.0987846480157712,0.0
136,1.0,0.0,0.0,-0.6514837080921401,-1.0137592103975868,-0.6627152019342942,0.5740348733920176,0.5511569447514472,-0.2004968085678048,0.4843764238058883,0.0
137,0.0,1.0,0.0,-0.6514837080921401,-0.9463563916392268,-1.3483217953799407,1.5372805145990216,0.6297165260768195,-0.10063391730039836,1.154730624645855,0.0
138,1.0,0.0,0.0,-0.601494887090983,-0.9463563916392268,-0.501068118926784,0.9452857976072169,0.6611403586069684,-0.2004968085678048,1.1406465222431765,0.0
139,0.0,1.0,0.0,-0.601494887090983,-0.9463563916392268,-1.509968878387451,1.5874495584118864,0.7396999399323407,-0.2004968085678048,1.0595574253435733,0.0
140,0.0,1.0,0.0,-0.601494887090983,-0.9463563916392268,-0.15547780353141755,-0.389210767814987,0.7711237724624898,-0.2004968085678048,-0.5311413403075326,0.0
141,0.0,1.0,0.0,-0.6514837080921401,-1.0137592103975868,0.028465428856438848,-0.4795150466781435,0.8025476049926387,-0.2004968085678048,-0.5506039013280978,0.0
142,0.0,0.0,1.0,-0.7014725290932686,-1.0811620291559467,1.3327901676066933,-1.1818816600582513,0.8339714375227876,-0.20049680856785979,-0.9637244855326627,0.0
143,1.0,0.0,0.0,-0.7014725290932686,-1.0811620291559467,-0.7351776874204194,1.0556576939955196,0.881107186318011,-0.20049680856785979,1.0889132095152894,0.0
144,0.0,0.0,1.0,-0.7014725290932686,-1.0811620291559467,-0.8243622849418044,0.24291918422710942,0.9596667676433834,-0.20049680856785979,-0.09622229517171402,0.0
145,0.0,1.0,0.0,-0.7514613500944256,-1.0811620291559467,-0.14432972884124443,-0.6400559868793111,1.0068025164386067,-0.1006339173004569,-0.8952963587372088,0.0
146,1.0,0.0,0.0,-0.7514613500944256,-1.0811620291559467,0.4074999683223247,-0.389210767814987,1.0382263489687558,-0.1006339173004569,-0.17328736281340976,0.0
147,0.0,1.0,0.0,-0.8014501710955827,-1.0811620291559467,-0.1331816541510713,0.012141582687931545,1.116785930294128,-0.0007710260330486801,0.07780224817455429,0.0
148,0.0,0.0,1.0,-0.8514389920967113,-1.1485648479142683,-0.8912507330828431,0.8048124749311955,1.1482097628242771,-0.0007710260330486801,0.6117713012879565,0.0
149,0.0,1.0,0.0,-0.8014501710955827,-1.1485648479142683,-0.3672912226447067,-0.007926034837214666,1.1953455116195004,-0.10063391730039836,-0.11641114439980503,0.0
150,0.0,1.0,0.0,-0.8014501710955827,-1.1485648479142683,-0.6515671272441211,0.27302061051482873,1.2267693441496494,-0.10063391730039836,0.07465172770677753,0.0
151,0.0,0.0,1.0,-0.8014501710955827,-1.215967666672628,-0.4230315960955723,-0.23870363637639253,1.2581931766797982,-0.2004968085678048,-0.4858268449812831,0.0
152,0.0,0.0,1.0,-0.8014501710955827,-1.215967666672628,0.25142692265990113,0.10244586155108806,1.3053289254750218,-0.2004968085678048,0.4892837765594341,0.0
153,0.0,1.0,0.0,-0.8014501710955827,-1.215967666672628,1.7341208564529254,-1.3022873652091267,1.352464674270245,-0.2004968085678048,-0.9823331671741111,0.0
154,0.0,1.0,0.0,-0.8014501710955827,-1.215967666672628,-0.06071916866494607,-0.3791769590524139,1.383888506800394,-0.2004968085678048,-0.4559116225956629,0.0
155,1.0,0.0,0.0,-0.8014501710955827,-1.215967666672628,2.497763972729784,-2.02472159611438,1.4153123393305431,-0.2004968085678048,-2.023418239133509,0.0
156,0.0,0.0,1.0,-0.8014501710955827,-1.2833704854309498,-0.24466240105280246,0.6041362996797363,1.4938719206559155,-0.30035969983515626,0.8647944092608176,0.0
157,1.0,0.0,0.0,-0.8014501710955827,-1.215967666672628,-0.3394210359192739,0.35329108061541215,1.5410076694511388,-0.2004968085678048,0.4253900437082578,0.0
158,0.0,0.0,1.0,-0.8014501710955827,-1.215967666672628,-0.22236625167245622,0.002107773925358439,1.619567250776511,-0.2004968085678048,0.00011885408591209509,0.0
159,0.0,1.0,0.0,-0.8014501710955827,-1.215967666672628,-0.37843929733487985,0.7044743873054659,1.6667029995717346,-0.2004968085678048,0.9008143784718494,0.0
160,0.0,1.0,0.0,-0.8014501710955827,-1.215967666672628,-1.431932355556239,2.079106187777962,1.6981268321018836,-0.2004968085678048,1.7527700753095632,0.0
161,0.0,1.0,0.0,-0.8514389920967113,-1.2833704854309498,-0.7073075006949867,1.2362662517218326,1.7295506646320324,-0.2004968085678048,1.363145896088978,1.0
162,0.0,1.0,0.0,-0.8514389920967113,-1.2833704854309498,0.2625749973500742,-0.44941362039042493,-1.6956470811542024,-0.2004968085678048,-0.358804926308484,1.0
163,0.0,0.0,1.0,-0.8014501710955827,-1.215967666672628,-0.3951614093701395,0.38339250690313076,-1.6642232486240534,-0.2004968085678048,0.42592003780564097,0.0
