cat__Type_H,cat__Type_L,cat__Type_M,num__Air temperature [K],num__Process temperature [K],num__Rotational speed [rpm],num__Torque [Nm],num__Tool wear [min],num__Difference temperature [K],num__Power,No Failure,With_Failure
0.0,0.0,1.0,1.6972066106965655,1.8181677618712004,0.20084197656719882,0.9849916376133105,-1.2567990994173137,-0.6937205832545958,1.8217593662322737,True,False
0.0,1.0,0.0,-0.863911850726184,-0.41519671502128763,-0.8851975719766485,1.2230619421024682,-1.5087931490755548,1.10771360730452,1.1822004101337547,True,False
0.0,0.0,1.0,1.24524452926903,0.1262249763465941,1.1607254159367608,-0.939409990340715,-0.2803221569916294,-2.2949954193072064,-0.6338142560349886,True,False
0.0,1.0,0.0,0.24088434831892533,0.4646135334515154,0.3653934233162666,-0.6418221097292678,0.2079163142212128,0.20699651202496203,-0.5953317416371544,True,False
0.0,0.0,1.0,1.797642628791599,2.021200896134161,-0.7864667039272079,-0.17560109677133343,0.1449178018066525,-0.593640906001345,-0.6414329181774678,True,False
0.0,0.0,1.0,-0.9643478688211887,-1.4303623863360515,1.2046058017365122,-1.1278823147279649,1.0741458599214166,-0.1933221969882173,-0.9352622405000459,True,False
0.0,1.0,0.0,1.4963345745065562,1.7504900504502392,-0.48478905155391694,0.21126314802354793,0.2709148266357731,-0.3934815514947225,0.11361250148309816,True,False
0.0,1.0,0.0,0.24088434831892533,-0.48287442644224876,-0.40799837640435194,0.5981273928184292,-0.29607178509526944,-1.1941189695210295,0.7268904787223128,True,False
0.0,1.0,0.0,0.1404483302239206,1.2090683590823577,-0.9839284400260891,0.7965193132260607,0.17641705801393265,1.508032316317701,0.521585534652957,True,False
0.0,1.0,0.0,0.6928464297464609,0.32925811060955457,-0.27635721900509774,0.35013749230888985,-0.15432513216250882,-0.8938799377611562,0.47210801614145587,True,False
0.0,0.0,1.0,1.3456805473640348,1.0737129362403968,-0.21053664030547062,-0.11608352064904452,0.9953977194032163,-1.09403929226772,-0.16352971282625975,True,False
0.0,1.0,0.0,-0.3617317602511317,-0.8212629835471701,0.05823072271800676,0.5782882007776659,0.9796480912995763,-0.49356122874803376,1.0771737956178962,True,False
0.0,0.0,1.0,0.7430644387939777,0.3969358220305542,0.5409149665152723,-0.8005356460553731,0.45991036387945394,-0.8938799377611562,-0.7460314086393434,True,False
0.0,0.0,1.0,0.24088434831892533,1.3444237819243183,-1.5159781178480751,2.066227603834902,0.6016570168122146,1.508032316317701,1.6415580598737682,True,False
0.0,1.0,0.0,-0.863911850726184,-0.6182298492842095,-0.5615797267034819,-0.19544028881209685,-0.23307327268070918,0.8074745755447053,-0.5170044999424476,True,False
0.0,1.0,0.0,-1.064783886916222,-0.9566184063891309,3.963585058895882,-2.4075102013571885,0.2709148266357731,0.7073948982914509,-2.3747320710981734,True,False
0.0,1.0,0.0,-0.9141298597737006,-1.4303623863360515,-1.2417257065996288,2.711001345159705,-0.642563603375351,-0.2934018742414717,2.7677675741537486,False,True
0.0,0.0,1.0,-0.5626037964411698,-1.227329252073091,-0.918107861326462,2.343976292405587,-1.2252998432100337,-0.6937205832545958,2.6601819454061246,False,True
0.0,1.0,0.0,0.7932824478414943,0.532291244872515,-0.8084068968270836,0.24102193608469236,-1.6505398020083155,-0.7938002605079054,-0.08744039232283024,True,False
0.0,0.0,1.0,0.09023032117640395,-0.14448586933732752,-0.402513328179383,0.5683686047572848,-1.0520539340699928,-0.3934815514947225,0.68857337589079,True,False
0.0,0.0,1.0,0.3413203664139301,0.4646135334515154,-1.0552340669506852,0.6477253729203372,1.184393256646897,0.006837157518399922,0.2642732481167431,True,False
0.0,1.0,0.0,-0.8136938416786959,-0.48287442644224876,-0.7919517521521768,0.7568409291445346,-1.3197976118318742,0.9075542527980147,0.6307571684187472,True,False
0.0,0.0,1.0,-1.7678360135812838,-1.7687509434409727,-1.0387789222757784,1.5504086107750608,-0.6110643471680709,0.9075542527979561,1.473188545552625,True,False
0.0,1.0,0.0,-1.5167459683437576,-1.2950069634940522,-0.9729583435761513,1.2429011341432317,1.6568820997560993,1.1077136073045786,1.1272837701182365,False,True
0.0,1.0,0.0,0.24088434831892533,1.0737129362403968,-0.0788954829062164,-0.235118672893623,1.3103902814760178,1.1077136073045786,-0.250983780944524,True,False
0.0,1.0,0.0,0.3413203664139301,0.6676466677144758,-0.23796188143031524,-0.1656815007509524,-0.13857550405886876,0.3070761892782715,-0.2551871807472707,True,False
0.0,1.0,0.0,-1.6171819864387624,-1.4303623863360515,-1.1100845492003746,1.6396849749584947,-1.6190405458010353,1.10771360730452,1.5199416382660493,True,False
0.0,0.0,1.0,-1.6171819864387624,-1.701073232019973,-0.5286694373536683,-0.07640513656751766,-1.4930435209719148,0.7073948982913957,-0.3263336144456178,True,False
0.0,0.0,1.0,0.44175638450893484,0.7353243791354754,0.03629052981813105,-0.22519907687324128,0.39691185146489366,0.20699651202501712,-0.15911225099652157,True,False
0.0,0.0,1.0,-1.2656559231062317,-0.8212629835471701,-0.3750880870545384,1.2230619421024682,0.696154785434055,1.3078729618111389,1.6554623615360966,True,False
0.0,0.0,1.0,-0.41194976929864835,-0.9566184063891309,0.5025196289404897,-0.453349785342018,-0.6898124876862712,-0.5936409060012864,-0.21231639479610584,True,False
0.0,0.0,1.0,-1.466527959296241,-1.4980400977570125,-0.5286694373536683,0.389815876390416,0.45991036387945394,0.7073948982913957,0.33357096430925237,True,False
0.0,1.0,0.0,-1.1150018959637102,-1.701073232019973,-0.5012441962288237,1.1139463858782714,-0.01257847922974819,-0.2934018742414717,1.3834381756902683,True,False
0.0,0.0,1.0,0.4919743935564515,0.5999689562934762,2.784299690527563,-2.1892790889087936,1.1056451161286969,-0.09324251973491135,-2.26498636189636,True,False
0.0,0.0,1.0,1.0945905021265085,0.9383575133983975,-0.77549660747727,0.7171625450630085,1.4836361906160584,-0.7938002605079054,0.5902410647644919,True,False
0.0,1.0,0.0,-0.41194976929864835,-1.0242961178101304,-0.556094678478513,0.6576449689407189,-0.7055621157899113,-0.6937205832545958,0.689993969342645,True,False
0.0,1.0,0.0,-0.3115137512036436,-0.6182298492842095,-0.5890049678283266,0.5386098166961396,0.45991036387945394,-0.29340187424141656,0.4955867284655962,True,False
0.0,1.0,0.0,0.29110235736644197,0.32925811060955457,0.562855159415148,-0.9989275664630046,-0.12282587595522869,-0.09324251973491135,-1.0531520368196814,True,False
0.0,0.0,1.0,0.44175638450893484,0.2615803991885549,0.20084197656719882,0.04263001567706084,-0.24882290078434924,-0.49356122874803376,0.36496997163208744,True,False
0.0,1.0,0.0,1.8980786468866035,2.2242340303971213,-0.7316162216775186,1.2032227500617054,0.916649578885016,-0.49356122874803376,1.297326860286771,True,False
0.0,1.0,0.0,-0.4621677783461364,0.3969358220305542,-0.8742274755267107,0.469172644553469,0.9796480912995763,1.508032316317701,0.1718860232855337,True,False
0.0,0.0,1.0,0.39153837546144676,1.61513462760824,1.4898283094348965,-1.47506817544132,0.4441607357758139,1.6081119935709536,-1.407298200293252,True,False
0.0,1.0,0.0,0.4919743935564515,1.5474569161872789,-0.28184226723006667,0.2608611281254558,-0.01257847922974819,1.3078729618111389,0.3375700321771442,True,False
0.0,1.0,0.0,0.09023032117640395,-0.14448586933732752,-1.0223237776008716,1.9273532595495604,-1.288298355624594,-0.3934815514947225,1.9896812963151624,True,False
0.0,1.0,0.0,1.7474246197440821,1.412101493345318,-1.1704200796750326,1.5603282067954425,0.09766891749573231,-1.3942783240275918,1.356252298262316,True,False
0.0,1.0,0.0,-1.466527959296241,-1.09197382923113,0.019835385143224273,-0.03672675248599149,1.5308850749269787,1.3078729618110838,0.11514012594844877,True,False
0.0,1.0,0.0,0.6426284206989729,0.6676466677144758,0.014350336918255348,-0.48310857340316243,1.5151354468233387,-0.2934018742414717,-0.5638840838536401,True,False
0.0,1.0,0.0,0.1906663392714087,1.141390647661358,-0.13374596515590564,0.7370017371037711,0.9796480912995763,1.3078729618111389,1.157057852054361,True,False
0.0,0.0,1.0,-0.6630398145361744,-1.0242961178101304,0.6615860274645886,-1.2865958510540703,-0.9103072811372322,-0.1933221969881622,-1.469191316370275,True,False
0.0,1.0,0.0,-1.3158739321537483,-1.09197382923113,-0.6493404983029847,0.5981273928184292,0.255165198532133,1.0076339300512673,0.529953413889907,True,False
0.0,1.0,0.0,-0.5626037964411698,0.1262249763465941,-1.291091140624349,1.709122147101166,1.184393256646897,1.3078729618111389,1.4273403514078478,True,False
0.0,1.0,0.0,-0.26129574215612694,-0.48287442644224876,0.20632702479216777,-0.33431463309743875,-1.4772938928682748,-0.1933221969881622,-0.21418457248621606,True,False
1.0,0.0,0.0,1.0945905021265085,1.0737129362403968,-1.0003835847009959,0.41957466445156116,0.5386585043976543,-0.5936409060012864,0.005832270892754661,True,False
1.0,0.0,0.0,-0.8136938416786959,-1.227329252073091,2.4551967970294273,-2.0008067645215437,1.4206376782014982,-0.1933221969881622,-2.002147383026905,True,False
0.0,1.0,0.0,-0.9141298597737006,-1.227329252073091,0.6999813650393711,-0.9294903943203333,-0.7685606282044716,0.006837157518399922,-0.8668791529683196,True,False
0.0,1.0,0.0,0.9941544840315037,0.4646135334515154,0.6451308827896819,-0.8005356460553731,-1.115052446484553,-1.2941986467743392,-0.6870573202031169,True,False
0.0,0.0,1.0,-2.270016104056336,-2.716238903334737,0.557370111190179,-0.33431463309743875,-1.3670464961427942,0.5072355437848336,0.013733105707177687,True,False
0.0,0.0,1.0,0.9439364749839871,0.6676466677144758,-0.3970282799544141,0.8064389092464425,-1.0205546778627128,-0.8938799377611562,1.0355971119208174,True,False
0.0,1.0,0.0,0.6928464297464609,0.05854726492563294,2.180944385780981,-1.802414844113912,1.5308850749269787,-1.294198646774282,-1.7215315258249988,True,False
0.0,1.0,0.0,0.3413203664139301,0.1262249763465941,-1.3898220086737898,2.472931040670548,0.8221518102631755,-0.49356122874803376,2.2906525062655576,True,False
0.0,1.0,0.0,0.7430644387939777,0.5999689562934762,-0.48478905155391694,0.06246920771782427,-1.6977886863192357,-0.593640906001345,-0.09816295385668991,True,False
0.0,1.0,0.0,-0.7634758326311792,-0.347519003600288,-0.6109451607282023,0.35013749230888985,-0.3275710413025496,1.0076339300512673,0.213920021313003,True,False
0.0,0.0,1.0,-1.2656559231062317,-1.09197382923113,-1.0387789222757784,1.2131423460820872,0.7749029259522553,0.9075542527979561,1.0265773165107563,True,False
0.0,1.0,0.0,0.1906663392714087,1.0060352248193971,0.31054294106657737,-0.7410180699330835,0.7276540416413352,1.1077136073045786,-0.7832198207830908,True,False
0.0,1.0,0.0,0.8435004568889823,0.6676466677144758,0.25020741059191914,-0.40375180524011006,1.2158925128541773,-0.6937205832545958,-0.29365023496083326,True,False
0.0,1.0,0.0,0.44175638450893484,0.2615803991885549,1.3636722002606112,-1.2072390828910176,-0.2803221569916294,-0.49356122874803376,-0.9937400942373363,True,False
0.0,1.0,0.0,-0.6128218054886578,-0.9566184063891309,0.32699808574148415,-0.6914200898311756,-0.10707624785158862,-0.1933221969881622,-0.6959408943232747,True,False
1.0,0.0,0.0,1.2954625383165466,0.19390268776759376,0.9961739691876931,-1.246917466972544,-0.45356806613167017,-2.2949954193072064,-1.241954744626401,True,False
1.0,0.0,0.0,-1.1652199050112269,-1.6333955205989734,-0.007589855981620356,-0.1656815007509524,-0.7055621157899113,-0.09324251973485269,-0.09866891864776103,True,False
0.0,0.0,1.0,0.29110235736644197,-0.009130446495366703,0.014350336918255348,-0.6021437256477417,-0.12282587595522869,-0.593640906001345,-0.7439297087379694,True,False
0.0,0.0,1.0,1.8980786468866035,1.8181677618712004,-0.9619882471262134,0.925474061491021,0.9323992069886561,-1.094039292267777,0.7128013053094012,True,False
1.0,0.0,0.0,-0.41194976929864835,-0.8889406949681697,-0.9016527166515553,1.5008106306731528,-0.4693176942353102,-0.49356122874803376,1.5415424428079438,True,False
0.0,1.0,0.0,-0.3115137512036436,-0.5505521378632484,0.06920081916794461,-0.25495786493438644,-1.115052446484553,-0.1933221969881622,-0.18240609157007728,True,False
0.0,0.0,1.0,-0.5626037964411698,-0.9566184063891309,-0.12277586870596781,-0.01688756044522876,0.09766891749573231,-0.29340187424141656,0.044480196856900404,True,False
0.0,1.0,0.0,0.09023032117640395,0.2615803991885549,-0.11729082048099887,0.18150435996240277,-1.6190405458010353,0.20699651202496203,0.3437583707756327,True,False
0.0,0.0,1.0,-0.6630398145361744,-1.1596515406520913,-1.0442639705007475,0.6576449689407189,-0.5323162066498706,-0.3934815514947225,0.28644812809466086,True,False
0.0,1.0,0.0,1.0443724930790204,0.8706798019774363,0.5189747736153966,-0.9294903943203333,-0.9103072811372322,-0.7938002605079054,-0.9651336233575304,True,False
0.0,1.0,0.0,0.040012312128915845,-0.6182298492842095,0.06371577094297569,-0.6219829176885043,1.6726317278597393,-0.9939596150144675,-0.7444259434369053,True,False
0.0,0.0,1.0,0.9439364749839871,0.5999689562934762,-0.6493404983029847,0.6179665848591926,-1.288298355624594,-0.9939596150144675,0.5576063357403859,True,False
0.0,1.0,0.0,-0.4621677783461364,-1.227329252073091,-1.0497490187257164,1.6000065908769685,0.03467040508117202,-0.8938799377612149,1.5279495040939681,True,False
0.0,0.0,1.0,0.7932824478414943,0.3969358220305542,0.32699808574148415,-0.38391261319934666,1.578133959237899,-0.9939596150144675,-0.2136299572344643,True,False
0.0,0.0,1.0,2.048732674029125,2.4272671646600816,-0.5396395338036062,0.36997668434965325,0.3654125952576135,-0.49356122874803376,0.2969858178779359,True,False
0.0,1.0,0.0,1.3958985564115514,1.412101493345318,-0.10632072403106102,-0.006967964424847043,-0.9418065373445124,-0.6937205832545958,0.07088766691397314,True,False
0.0,0.0,1.0,0.6928464297464609,-0.009130446495366703,0.6122205934398682,-1.0088471624833861,-1.0048050497590726,-1.3942783240275918,-1.0430327409982536,True,False
1.0,0.0,0.0,-0.5123857873936531,-0.8889406949681697,-0.7206461252275808,0.8461172933279687,-1.304047983728234,-0.2934018742414717,0.8142667061034888,True,False
0.0,0.0,1.0,0.09023032117640395,-0.21216358075832717,-0.6932208841027361,0.30053951220698194,0.45991036387945394,-0.49356122874803376,0.08168806918492029,True,False
0.0,1.0,0.0,-1.3660919412012362,-1.09197382923113,-0.6712806912028604,0.7766801211852973,-1.2095502151063935,1.10771360730452,0.7602257743802083,True,False
0.0,0.0,1.0,0.7932824478414943,0.6676466677144758,-0.5944900160532954,0.23110234006431063,0.3339133390503334,-0.593640906001345,0.05953264939127492,True,False
0.0,1.0,0.0,0.9439364749839871,0.4646135334515154,-0.9290779577763999,1.0246700216948368,-1.3827961242464344,-1.1941189695210295,0.8748851801106967,True,False
0.0,1.0,0.0,-0.5123857873936531,-0.8889406949681697,3.897764480196255,-2.318233837173754,1.578133959237899,-0.2934018742414717,-2.1960291989286103,True,False
0.0,1.0,0.0,-1.466527959296241,-1.4980400977570125,-0.7316162216775186,2.026549219753376,0.39691185146489366,0.7073948982913957,2.432809152372347,True,False
0.0,1.0,0.0,1.7474246197440821,1.6828123390292395,-0.6657956429778915,0.22118274404392962,0.9796480912995763,-0.9939596150144675,-0.007770397913356734,True,False
0.0,1.0,0.0,-1.3158739321537483,-1.4303623863360515,0.3653934233162666,-0.6517417057496495,1.0741458599214166,0.5072355437848336,-0.6109582696075516,True,False
1.0,0.0,0.0,-0.5123857873936531,-0.6859075607052092,-0.5670647749284509,0.389815876390416,-1.3827961242464344,0.006837157518399922,0.3036703911753604,True,False
1.0,0.0,0.0,-0.7132578235836626,-0.347519003600288,-0.08986557935615425,-0.5723849375865965,0.17641705801393265,0.9075542527979561,-0.7621444412165393,True,False
1.0,0.0,0.0,1.847860637839087,1.7504900504502392,0.9413234869380038,-1.2270782749317806,0.9796480912995763,-1.09403929226772,-1.2353188217896565,True,False
0.0,0.0,1.0,1.7474246197440821,1.8181677618712004,-0.6548255465279537,0.9056348694502583,-1.0363043059663528,-0.7938002605079054,0.9537962273335628,True,False
0.0,0.0,1.0,1.8980786468866035,1.8181677618712004,-0.28184226723006667,0.1319063798604949,1.0583962318177766,-1.094039292267777,0.14935112989858393,True,False
0.0,1.0,0.0,-0.863911850726184,-1.09197382923113,-0.062440338231309615,-0.26487746095476816,0.8221518102631755,0.10691683477165252,-0.28461097936649987,True,False
0.0,1.0,0.0,1.9482966559340917,2.0888786075551606,-1.2581808512745356,2.2745391202629155,0.34966296715397344,-0.7938002605078502,2.1872800074128156,True,False
0.0,1.0,0.0,0.8435004568889823,0.6676466677144758,-0.06792538645627855,0.22118274404392962,0.5701577606049344,-0.6937205832545958,0.43979438015783845,True,False
0.0,0.0,1.0,0.7430644387939777,0.6676466677144758,-0.19408149563056384,0.2608611281254558,0.01892077697753195,-0.49356122874803376,0.40389034017604114,True,False
0.0,0.0,1.0,1.4963345745065562,0.8030020905564367,-0.11180577225602994,-0.19544028881209685,0.49140962008673406,-1.7945970330407728,-0.2138148289850482,True,False
0.0,0.0,1.0,-0.06042370596611745,0.8030020905564367,0.21729712124210562,-0.44343018932163625,0.8536510664704557,1.3078729618111389,-0.3760641153526552,True,False
0.0,0.0,1.0,1.6972066106965655,1.3444237819243183,1.1442702712618542,-1.1477215067687283,1.4521369344087784,-1.3942783240275918,-0.9998895124672814,True,False
0.0,1.0,0.0,-0.863911850726184,-1.09197382923113,0.2940877963916706,-0.2946362490159126,1.0426466037141366,0.10691683477165252,-0.0952050058473493,True,False
0.0,1.0,0.0,1.9985146649816083,2.2242340303971213,-0.051470241781371766,-0.5128673614643076,1.6253828435488191,-0.6937205832545958,-0.6495283548346106,True,False
0.0,0.0,1.0,-0.7634758326311792,-0.41519671502128763,0.14050644609254065,-0.6219829176885043,0.6646555292267748,0.9075542527979561,-0.698519368739311,True,False
0.0,0.0,1.0,0.4919743935564515,1.4797792047662792,0.4915495324905519,-0.7310984739127018,-0.6110643471680709,1.2077932845578294,-0.6630142625350898,True,False
0.0,0.0,1.0,-0.11064171501360555,0.6676466677144758,2.2412799162556394,-1.9809675724807805,1.2158925128541773,1.2077932845578294,-2.039374715539197,True,False
0.0,0.0,1.0,-1.2656559231062317,-0.9566184063891309,-1.5598585036478265,2.056308007814521,-0.48506732233895034,1.1077136073045786,1.5820196260936557,True,False
0.0,0.0,1.0,-1.3158739321537483,-1.1596515406520913,1.2868815251110461,-1.0981235266668203,0.916649578885016,0.9075542527980147,-0.8417365948889254,True,False
0.0,0.0,1.0,0.5421924026039682,0.32925811060955457,0.5847953523150237,-0.919570798299952,-0.5008169504425903,-0.593640906001345,-0.9133889933783443,True,False
0.0,1.0,0.0,0.5924104116514562,0.19390268776759376,-0.48478905155391694,-0.02680715646560977,0.23941557042849293,-0.8938799377611562,-0.22522822706056292,True,False
0.0,1.0,0.0,-1.3158739321537483,-1.0242961178101304,-0.8248620415019904,-0.07640513656751766,-0.8473087687226719,1.1077136073045786,-0.5323002047802211,True,False
0.0,1.0,0.0,0.9941544840315037,0.3969358220305542,0.23923731414198132,-0.4731889773827807,0.9953977194032163,-1.3942783240275918,-0.40845559207336013,True,False
0.0,1.0,0.0,-0.2110777331086103,-0.5505521378632484,0.9522935833879417,-1.336193831155978,0.9323992069886561,-0.39348155149478115,-1.4132919370490213,True,False
0.0,1.0,0.0,0.6928464297464609,0.4646135334515154,0.3599083750912977,-0.5723849375865965,-0.2173236445770691,-0.6937205832545958,-0.48927373735487983,True,False
0.0,1.0,0.0,0.040012312128915845,-0.2798412921792883,1.2100908499614813,-1.4453093873801757,-0.8315591406190319,-0.49356122874803376,-1.4804782232480214,True,False
0.0,0.0,1.0,-0.7634758326311792,-0.9566184063891309,1.9615424567822242,-1.9611283804400175,-0.9103072811372322,0.1069168347717112,-2.1017056857623384,True,False
0.0,0.0,1.0,-1.2154379140587148,-0.48287442644224876,-0.6822507876527982,0.1319063798604949,-1.4300450085573546,1.708191670824263,-0.14400141790933196,True,False
0.0,1.0,0.0,0.44175638450893484,0.8706798019774363,-0.4957591480038548,0.02279082363629811,0.9481488350922961,0.40715586653158103,-0.16245940269130102,True,False
0.0,0.0,1.0,0.9941544840315037,0.2615803991885549,0.37636351976620447,-0.6815004938107939,-0.1700747602661489,-1.5944376785342107,-0.6513965325247194,True,False
0.0,1.0,0.0,-0.010205696918600805,-0.41519671502128763,-0.7919517521521768,0.4493334525127056,1.152894000439617,-0.593640906001345,0.20997933399792768,True,False
0.0,0.0,1.0,0.44175638450893484,0.4646135334515154,-0.9729583435761513,1.1536247699597977,1.6411324716524591,-0.1933221969881622,1.0080123007152901,True,False
0.0,1.0,0.0,2.048732674029125,2.2242340303971213,-0.6822507876527982,0.9949112336336923,1.2001428847505373,-0.7938002605079054,1.0538215744915238,True,False
0.0,1.0,0.0,0.5421924026039682,-0.2798412921792883,-0.2050515920805017,0.8857956774094948,0.8221518102631755,-1.4943580012809012,1.3163200001362199,True,False
0.0,0.0,1.0,1.0945905021265085,0.8030020905564367,-0.9839284400260891,1.2726599222043762,1.0741458599214166,-0.9939596150144675,1.1567659492902815,True,False
1.0,0.0,0.0,0.39153837546144676,-0.07680815791636635,2.7513894011777493,-2.060324340643833,1.357639165786938,-0.8938799377612149,-2.017267946206231,True,False
0.0,1.0,0.0,1.3958985564115514,0.5999689562934762,0.5299448700653344,-0.4930281694235441,-1.099302818380913,-1.8946767102940822,-0.25876785465331475,True,False
0.0,0.0,1.0,-1.2656559231062317,-1.3626846749150519,0.11308120496769601,-0.09624432860828108,0.5229088762940142,0.5072355437848336,0.08956944381507091,True,False
0.0,0.0,1.0,-1.2656559231062317,-0.5505521378632484,-0.051470241781371766,0.0029516315955346742,1.546634703030619,1.708191670824263,0.12459777550462925,True,False
0.0,1.0,0.0,1.847860637839087,1.4797792047662792,-0.2873273154550356,-0.5922241296273599,-0.2173236445770691,-1.4943580012809012,-0.9108786296072591,True,False
0.0,0.0,1.0,-0.9141298597737006,-1.5657178091780122,2.263220109155515,-1.8222540361546753,-0.23307327268070918,-0.49356122874803376,-1.7277004042392157,True,False
0.0,1.0,0.0,0.3413203664139301,0.2615803991885549,-0.6767657394278294,2.165423564038718,1.5938835873415391,-0.2934018742414717,2.6844682553775523,False,True
0.0,1.0,0.0,0.5421924026039682,0.8706798019774363,0.49703458071552087,-1.0386059505445309,-0.8945576530335921,0.20699651202496203,-1.1515038081302529,True,False
0.0,1.0,0.0,1.3958985564115514,0.5999689562934762,0.9248683422630971,-1.0088471624833861,-1.0363043059663528,-1.8946767102940822,-0.8777573959763543,True,False
0.0,1.0,0.0,0.24088434831892533,1.2767460705033187,-1.0387789222757784,1.1635443659801794,-1.4142953804537144,1.4079526390643897,0.9608991945928345,True,False
0.0,0.0,1.0,-0.6128218054886578,-0.07680815791636635,-0.6822507876527982,1.312338306285903,1.357639165786938,1.10771360730452,1.49440014640908,True,False
0.0,1.0,0.0,0.3413203664139301,-0.347519003600288,-0.331207701254787,0.3600570883292716,2.0821220585543814,-1.1941189695210295,0.44417292161903327,True,False
0.0,1.0,0.0,0.24088434831892533,-0.009130446495366703,-0.48478905155391694,0.8560368893483503,1.578133959237899,-0.49356122874803376,1.0313061412888473,True,False
0.0,1.0,0.0,-0.010205696918600805,-0.41519671502128763,-0.43542361752919656,0.35013749230888985,-0.09132661974794855,-0.593640906001345,0.34936290384596186,True,False
0.0,0.0,1.0,-0.3115137512036436,-0.9566184063891309,-0.46284885865404124,0.27078072414583754,1.184393256646897,-0.7938002605078502,0.21494168098728247,True,False
0.0,0.0,1.0,1.797642628791599,1.412101493345318,0.48057943604061404,-0.7410180699330835,-1.5875412895937553,-1.4943580012809012,-0.6851891425130074,True,False
0.0,0.0,1.0,1.8980786468866035,1.9535231847131613,1.5117685023347722,-1.2072390828910176,-0.6583132314789911,-0.8938799377612149,-0.9207060226646073,True,False
0.0,1.0,0.0,0.29110235736644197,-0.21216358075832717,0.2940877963916706,-0.7509376659534652,-0.5008169504425903,-0.8938799377612149,-0.8082066973883094,True,False
0.0,1.0,0.0,-1.2656559231062317,-0.6859075607052092,-0.3805731352795073,0.35013749230888985,1.3103902814760178,1.508032316317701,0.39168880463751155,True,False
1.0,0.0,0.0,1.5967705926015607,0.9383575133983975,0.37087847154123554,-0.33431463309743875,-1.0205546778627128,-1.7945970330407728,-0.10734816083306313,True,False
0.0,0.0,1.0,0.6928464297464609,0.32925811060955457,0.1295363496426028,-0.006967964424847043,-0.3905695537171099,-0.8938799377611562,0.23782685769112627,True,False
0.0,1.0,0.0,1.0443724930790204,0.4646135334515154,-0.40799837640435194,0.07238880373820598,-1.4930435209719148,-1.3942783240276486,-0.028602525176507812,True,False
0.0,1.0,0.0,0.6928464297464609,0.3969358220305542,0.5957654487649615,-0.919570798299952,-0.2803221569916294,-0.7938002605078502,-0.9074147168068473,True,False
0.0,0.0,1.0,0.9941544840315037,0.2615803991885549,0.1514765425424785,-0.3541538251382022,0.09766891749573231,-1.5944376785342107,-0.28029081845812087,True,False
